Codigo,Cliente,Factura,Tipo,FechaFactura,TasaFact,Vencimiento,Base,IVA,IVABs,IVA25,TotalPorPagar,Observacion,25% de IVA PENDIENTE,RETENCION PENDIENTE
000113,"Comercial Latina, C.A.",992606,Factura,22/04/2026,482.7586,28/05/2026,393.56,54.25,26189.65,6547.41,393.56,,6546.21,
002188,Profimatica C.A,992607,Factura,22/04/2026,482.7586,27/07/2026,4446.72,0.0,0.0,0.0,493.91,,0.0,0.0
000101,Asociacion Civil La Gran Proveeduria Estudiantil (A.C La Prov Estud.),992619,Factura,23/04/2026,483.3379,28/05/2026,1340.0,0.0,0.0,0.0,1340.0,,0.0,0.0
000103,La Reunion C.A.,992620,Factura,23/04/2026,483.3379,28/05/2026,718.92,39.19,18942.01,4735.5,718.92,,4736.71,14205.3
000103,La Reunion C.A.,992624,Factura,23/04/2026,483.3379,28/05/2026,178.86,28.62,13833.13,3458.28,-0.0,,,10372.43
000103,La Reunion C.A.,992628,Factura,23/04/2026,483.3379,28/05/2026,1010.0,0.0,0.0,0.0,1010.0,,0.0,0.0
002188,Profimatica C.A,992614,Factura,23/04/2026,483.3379,28/05/2026,3390.64,528.55,255468.25,63867.06,3390.64,,63868.27,191599.98
002188,Profimatica C.A,992611,Factura,23/04/2026,483.3379,28/05/2026,3029.16,484.67,234259.38,58564.85,3029.16,,58566.05,175693.33
002628,"Papeleria y Libreria Total MK, C.A",992630,Factura,23/04/2026,483.3379,20/05/2026,645.29,103.25,49904.64,12476.16,645.29,,12474.95,37429.69
002716,"Su Mayor De Papeleria ,C.A (Sumapaca)",992618,Factura,23/04/2026,483.3379,28/05/2026,445.25,71.24,34432.99,8608.25,445.25,,8608.25,
002935,Producciones Litograficas Nacionales C.A,992634,Factura,23/04/2026,483.3379,28/05/2026,31.77,5.08,2455.36,613.84,-0.0,,613.84,
002935,Producciones Litograficas Nacionales C.A,992635,Factura,23/04/2026,483.3379,28/05/2026,109.68,17.55,8482.58,2120.64,-0.0,,2121.85,
002935,Producciones Litograficas Nacionales C.A,992636,Factura,23/04/2026,483.3379,28/05/2026,405.0,64.8,31320.3,7830.07,405.0,,7830.07,
002935,Producciones Litograficas Nacionales C.A,992637,Factura,23/04/2026,483.3379,28/05/2026,511.24,20.59,9951.93,2487.98,511.24,,2489.19,
000029,Corporacion Gran Import. C.A.,992657,Factura,24/04/2026,483.8695,21/05/2026,788.17,47.36,22916.06,5729.02,0.0,,,17187.04
000029,Corporacion Gran Import. C.A.,992658,Factura,24/04/2026,483.8695,21/05/2026,249.19,39.87,19291.88,4822.97,0.0,,,14467.7
000101,Asociacion Civil La Gran Proveeduria Estudiantil (A.C La Prov Estud.),992648,Factura,24/04/2026,483.8695,28/05/2026,402.93,64.46,31190.23,7797.56,402.93,,7795.14,23390.25
000101,Asociacion Civil La Gran Proveeduria Estudiantil (A.C La Prov Estud.),992649,Factura,24/04/2026,483.8695,28/05/2026,550.05,88.0,42580.52,10645.13,550.05,,10645.13,31935.39
000101,Asociacion Civil La Gran Proveeduria Estudiantil (A.C La Prov Estud.),992668,Factura,24/04/2026,483.8695,28/05/2026,839.82,134.37,65017.54,16254.39,839.82,,16253.18,48764.37
000101,Asociacion Civil La Gran Proveeduria Estudiantil (A.C La Prov Estud.),992669,Factura,24/04/2026,483.8695,28/05/2026,562.56,90.01,43553.09,10888.27,562.56,,10887.06,32666.03
000456,"Exipapel,C.A",992660,Factura,24/04/2026,483.8695,20/05/2026,187.51,30.0,14516.09,3629.02,0.0,,,10887.06
002212,Carlos Alfonso Araque Hernandez,992665,Factura,24/04/2026,483.8695,27/05/2026,292.05,30.31,14666.08,3666.52,292.05,,3667.73,10998.35
002212,Carlos Alfonso Araque Hernandez,992667,Factura,24/04/2026,483.8695,27/05/2026,18.6,2.98,1441.93,360.48,18.6,,358.06,1079.03
000081,Carvajal Romero C.A.,982272,Nota de Crédito,27/04/2026,484.7404,29/04/2026,-907.61,-145.22,-70394.0,-17598.5,-907.61,,-17596.08,-52797.92
000150,Inversiones Duri. C.A.,992673,Factura,27/04/2026,484.7404,21/05/2026,102.72,16.44,7969.13,1992.28,102.72,,1992.28,
001732,"El Mundo Del Libro 2012, C.A.",992678,Factura,27/04/2026,484.7404,20/05/2026,94.72,15.16,7348.66,1837.16,-0.0,,1837.17,
002148,Casetel (Compañia Anonima de Servicios y Telecomunicaciones),992672,Factura,27/04/2026,484.7404,20/05/2026,1889.8,302.37,146570.95,36642.74,1889.8,,36641.53,109929.43
003102,"Ofimil Inversiones, C.A",992683,Factura,27/04/2026,484.7404,24/05/2026,758.21,121.31,58803.86,14700.97,716.72,,14702.18,
003266,"Surtiven 2020, C.A",982266,Nota de Crédito,27/04/2026,484.7404,29/04/2026,-279.36,-44.7,-21667.9,-5416.98,0.0,,,-16248.5
003312,"Farma - Lucky, C.A",992679,Factura,27/04/2026,484.7404,06/05/2026,155.02,24.8,12021.56,3005.39,155.02,,3005.39,9016.17
002662,El Estudiante  01 C.A,982276,Nota de Crédito,28/04/2026,485.2251,30/04/2026,-286.8,-45.89,-22266.98,-5566.74,0.0,,,-16701.45
000028,Libreria Santa Rosa. C.A.,982280,Nota de Crédito,29/04/2026,486.1955,01/05/2026,-17.76,-2.84,-1380.8,-345.2,0.0,,,-1035.6
000028,Libreria Santa Rosa. C.A.,982281,Nota de Crédito,29/04/2026,486.1955,01/05/2026,-186.24,-29.8,-14488.63,-3622.16,0.0,,,-10866.47
000028,Libreria Santa Rosa. C.A.,982282,Nota de Crédito,29/04/2026,486.1955,01/05/2026,-420.0,-67.2,-32672.34,-8168.09,0.0,,,-24504.25
003185,"Supermarket Ejercito, C.A",992706,Factura,29/04/2026,486.1955,12/05/2026,206.4,27.74,13487.06,3371.76,206.4,,3369.33,10112.87
000152,Libreria  Punto y Coma. C.A.,992724,Factura,30/04/2026,487.1192,04/06/2026,359.55,40.38,19669.87,4917.47,359.55,,4919.9,14754.84
000154,Libreria Punto y Coma Unicentro. C.A.,992723,Factura,30/04/2026,487.1192,04/06/2026,359.55,40.38,19669.87,4917.47,359.55,,4919.9,14754.84
000157,Libreria  Punto y Coma Caribe. C.A.,992725,Factura,30/04/2026,487.1192,05/06/2026,359.55,40.38,19669.87,4917.47,359.55,,4919.9,14754.84
000268,Libreria  Tecnica  El Quijote. C.A.,992726,Factura,30/04/2026,487.1192,05/06/2026,359.55,40.38,19669.87,4917.47,359.55,,4919.9,14754.84
002107,J & N  Inversiones C.A,992736,Factura,30/04/2026,487.1192,05/06/2026,915.88,66.12,32208.32,8052.08,133.89,,8052.08,24156.24
003216,"Comercial 212, C.A",992753,Factura,05/05/2026,490.0442,06/06/2026,244.34,27.22,13339.0,3334.75,244.34,,3332.3,10001.8
000546,"Zsitto, C.A.",992769,Factura,06/05/2026,493.3765,11/06/2026,151.76,24.28,11979.18,2994.8,0.0,,,8984.39
003264,"Inversiones Evergrande 168, C.A",992778,Factura,06/05/2026,493.3765,06/06/2026,1182.22,0.0,0.0,0.0,1182.22,,0.0,0.0
000081,Carvajal Romero C.A.,992787,Factura,07/05/2026,496.8301,10/06/2026,3632.78,202.36,100538.54,25134.63,3632.78,,25134.63,75403.9
000081,Carvajal Romero C.A.,992788,Factura,07/05/2026,496.8301,10/06/2026,1829.3,271.67,134973.83,33743.46,1829.3,,33744.7,101229.13
000081,Carvajal Romero C.A.,992802,Factura,08/05/2026,499.8608,10/06/2026,2167.8,346.85,173376.72,43344.18,2167.8,,43342.93,130033.79
001794,"Variedades Oriari 2605, C.A.",992798,Factura,08/05/2026,499.8608,28/05/2026,208.07,25.08,12536.51,3134.13,0.0,,,9402.38
001794,"Variedades Oriari 2605, C.A.",992794,Factura,08/05/2026,499.8608,28/05/2026,639.39,102.3,51135.76,12783.94,0.0,,,38349.32
001794,"Variedades Oriari 2605, C.A.",992795,Factura,08/05/2026,499.8608,28/05/2026,491.44,23.56,11776.72,2944.18,-0.0,,,8832.54
002913,"Papeleria Oriari 0526, C.A",992796,Factura,08/05/2026,499.8608,28/05/2026,106.17,12.06,6028.32,1507.08,106.17,,1509.58,4518.74
002913,"Papeleria Oriari 0526, C.A",992797,Factura,08/05/2026,499.8608,28/05/2026,501.86,25.23,12611.49,3152.87,-0.0,,,9457.37
002989,"Supermercado Don Samuel, C.A.",992803,Factura,08/05/2026,499.8608,18/05/2026,0.1,0.02,10.0,2.5,0.1,,5.0,5.0
000436,"Farmatodo, C.A",982304,Nota de Crédito,12/05/2026,504.9146,12/05/2026,-0.4,-0.06,-30.29,-7.57,-0.4,,-5.05,-20.2
000555,"Genial Group , C.A",982302,Nota de Crédito,12/05/2026,504.9146,27/05/2026,-19.28,-3.08,-1555.14,-388.79,0.0,,,-1166.35
002941,Tu Mundo Crayola C.A,992830,Factura,14/05/2026,510.7873,17/06/2026,587.32,88.96,45439.64,11359.91,587.32,,11359.91,34079.73
003328,"Novedades Sirena 1438, C.A",992836,Factura,15/05/2026,515.18,18/05/2026,384.24,61.48,31673.27,7918.32,0.0,,,23754.95
003328,"Novedades Sirena 1438, C.A",992838,Factura,15/05/2026,515.18,18/05/2026,2542.4,209.11,107729.29,26932.32,-0.0,,,80795.68
003328,"Novedades Sirena 1438, C.A",992839,Factura,15/05/2026,515.18,18/05/2026,622.44,99.59,51306.78,12826.69,-0.0,,,38478.79
002212,Carlos Alfonso Araque Hernandez,982309,Nota de Crédito,18/05/2026,515.18,18/05/2025,-18.6,-2.98,-1535.24,-383.81,-18.6,,-381.23,-1148.85
002755,Papeleria Chacao C.A,992852,Factura,18/05/2026,515.18,17/06/2026,178.2,28.51,14687.78,3671.95,178.2,,3673.23,11014.55
003327,"Espacios Modernos, C.A",992844,Factura,18/05/2026,515.18,18/05/2026,622.44,99.59,51306.78,12826.69,-0.0,,,38478.79
003327,"Espacios Modernos, C.A",992845,Factura,18/05/2026,515.18,18/05/2026,2523.44,206.07,106163.14,26540.78,0.0,,,79621.07
003327,"Espacios Modernos, C.A",992851,Factura,18/05/2026,515.18,18/05/2026,384.24,61.48,31673.27,7918.32,-0.0,,,23754.95
000081,Carvajal Romero C.A.,982311,Nota de Crédito,19/05/2026,517.9619,21/05/2026,-839.42,-134.31,-69567.46,-17391.87,-839.42,,-17393.16,-52174.3
002723,Mercantil Extra C.A,992858,Factura,19/05/2026,517.9619,24/06/2026,456.0,0.0,0.0,0.0,456.0,,0.0,0.0
000318,Inversiones Burbujas 21. C.A.,992859,Factura,20/05/2026,520.9142,24/06/2026,273.6,0.0,0.0,0.0,273.6,,0.0,0.0
003051,"Comercial Super Heroe, C.A",992864,Factura,20/05/2026,520.9142,24/06/2026,634.1,51.62,26889.59,6722.4,634.1,,6719.79,20169.8
002414,Libreria Horizonte Lecheria C.A,992887,Factura,29/05/2026,549.3716,01/07/2026,133.72,21.4,11756.55,2939.14,133.72,,2939.14,8817.41
003319,"Mini Market El Perijanero, C.A",992889,Factura,29/05/2026,549.3716,02/07/2026,418.24,66.92,36763.95,9190.99,167.28,,9190.99,27572.96
002109,"Multitienda Offic Max, C.A",982317,Nota de Crédito,02/06/2026,557.9741,04/06/2026,-8.16,-1.31,-730.95,-182.74,-8.16,,-184.13,-546.81
002716,"Su Mayor De Papeleria ,C.A (Sumapaca)",982320,Nota de Crédito,02/06/2026,557.9741,04/06/2026,-52.6,-8.42,-4698.14,-1174.54,-52.6,,-1171.75,-3526.4
002716,"Su Mayor De Papeleria ,C.A (Sumapaca)",982321,Nota de Crédito,02/06/2026,557.9741,04/06/2026,-439.11,0.0,0.0,0.0,-439.11,,0.0,0.0
002716,"Su Mayor De Papeleria ,C.A (Sumapaca)",982322,Nota de Crédito,02/06/2026,557.9741,04/06/2026,-493.5,-78.96,-44057.63,-11014.41,-493.5,,-11014.41,-33043.23
002737,Redvital Comercializadora C.A,992896,Factura,02/06/2026,557.9741,02/06/2026,170.33,24.88,13882.4,3470.6,170.33,,3470.6,10411.8
002737,Redvital Comercializadora C.A,992897,Factura,02/06/2026,557.9741,02/06/2026,51.63,8.26,4608.87,1152.22,51.63,,1149.43,3459.44
002811,"Inversiones 141067, C.A",992894,Factura,02/06/2026,557.9741,08/07/2026,595.9,95.34,53197.25,13299.31,595.9,,13302.1,39895.15
002811,"Inversiones 141067, C.A",992895,Factura,02/06/2026,557.9741,08/07/2026,825.56,103.75,57889.81,14472.45,825.56,,14473.85,43415.96
002941,Tu Mundo Crayola C.A,982318,Nota de Crédito,02/06/2026,557.9741,02/07/2026,-412.0,-65.92,-36781.65,-9195.41,-412.0,,-9195.41,-27586.24
002075,Inversiones Payper C.A,992902,Factura,03/06/2026,558.6436,04/07/2026,316.08,50.57,28250.61,7062.65,316.08,,7061.26,21189.35
003181,"Sunny House, C.A",992900,Factura,03/06/2026,558.6436,08/06/2026,2067.84,330.85,184827.24,46206.81,0.0,,,138621.82
000028,Libreria Santa Rosa. C.A.,992910,Factura,04/06/2026,560.3753,09/07/2026,2420.88,276.17,154758.85,38689.71,0.0,,38688.31,116070.54
000028,Libreria Santa Rosa. C.A.,992911,Factura,04/06/2026,560.3753,08/08/2026,1733.28,240.5,134770.26,33692.57,1733.28,,33689.76,101080.5
002554,"Distribuidora Ogyar 1404, C.A.",992908,Factura,04/06/2026,560.3753,05/06/2026,440.3,70.45,39478.44,9869.61,-0.0,,,29610.23
000028,Libreria Santa Rosa. C.A.,992916,Factura,05/06/2026,563.2892,08/08/2026,240.0,38.4,21630.31,5407.58,240.0,,5407.58,16222.73
003326,"Hogar Ideal 1441, C.A",992913,Factura,05/06/2026,563.2892,08/06/2026,678.16,52.95,29826.16,7456.54,-0.0,,,22368.21
003327,"Espacios Modernos, C.A",992919,Factura,05/06/2026,563.2892,08/06/2026,312.4,8.32,4686.57,1171.64,-0.0,,,3514.92
003328,"Novedades Sirena 1438, C.A",992917,Factura,05/06/2026,563.2892,08/06/2026,396.33,58.88,33166.47,8291.62,0.0,,,24874.85
003328,"Novedades Sirena 1438, C.A",992914,Factura,05/06/2026,563.2892,08/06/2026,283.55,45.37,25556.43,6389.11,0.0,,,19168.73
003328,"Novedades Sirena 1438, C.A",992915,Factura,05/06/2026,563.2892,08/06/2026,696.81,57.33,32293.37,8073.34,0.0,,,24221.44
003329,"Grupo Mango Bajito, C.A",992918,Factura,05/06/2026,563.2892,08/06/2026,373.4,4.19,2360.18,590.04,0.0,,,1768.73
000092,Distribuidora Brando. C.A.,992930,Factura,09/06/2026,567.6828,16/07/2026,2163.82,126.12,71596.15,17899.04,2163.82,,17899.04,53697.12
002825,"Inversiones Constelacion 2022, C.A",982330,Nota de Crédito,09/06/2026,567.6828,11/06/2026,-153.99,-21.84,-12398.19,-3099.55,-153.99,,-3099.55,-9298.64
002716,"Su Mayor De Papeleria ,C.A (Sumapaca)",992937,Factura,11/06/2026,577.5461,16/07/2026,985.21,157.63,91038.59,22759.65,985.21,,22761.09,68277.5
002825,"Inversiones Constelacion 2022, C.A",992936,Factura,11/06/2026,577.5461,12/07/2026,153.99,24.64,14230.74,3557.68,153.99,,3557.68,10673.05
003266,"Surtiven 2020, C.A",992940,Factura,12/06/2026,582.6862,15/06/2026,558.72,89.4,52092.15,13023.04,558.72,,13023.04,39069.11
000114,Chinalandia. C.A.,992944,Factura,15/06/2026,587.4059,23/07/2026,2637.64,145.7,85585.04,21396.26,0.0,,,64191.72
003266,"Surtiven 2020, C.A",992945,Factura,15/06/2026,587.4059,22/06/2026,153.6,24.58,14438.44,3609.61,153.6,,3606.67,10825.89
003302,"1GVA, C.A",992947,Factura,15/06/2026,587.4059,25/07/2026,144.21,23.07,13551.45,3387.86,144.21,,3389.33,10162.12
003216,"Comercial 212, C.A",992956,Factura,17/06/2026,596.7824,07/07/2026,314.92,34.5,20588.99,5147.25,314.92,,5144.26,15444.73
003264,"Inversiones Evergrande 168, C.A",992951,Factura,17/06/2026,596.7824,23/07/2026,511.2,81.79,48810.83,12202.71,511.2,,12204.2,36606.63
003344,Fotocopiado La Central C.A,992950,Factura,17/06/2026,596.7824,23/07/2026,381.65,61.06,36439.53,9109.88,381.65,,9112.87,27332.63
003347,"Famoso Hipermercado, C.A",992958,Factura,17/06/2026,596.7824,23/07/2026,462.34,36.04,21508.04,5377.01,462.34,,5377.01,16131.03
000088,Interbyte. C.A.,992966,Factura,18/06/2026,602.3324,23/07/2026,523.25,83.72,50427.27,12606.82,523.25,,12606.82,37820.45
001462,Insumos De Papelería y Articulos De Oficina Pirineos C.A. (Inparpica),992962,Factura,18/06/2026,602.3324,25/07/2026,284.2,21.77,13112.78,3278.2,68.92,,3276.69,9836.09
001462,Insumos De Papelería y Articulos De Oficina Pirineos C.A. (Inparpica),992964,Factura,18/06/2026,602.3324,25/07/2026,336.8,26.76,16118.42,4029.61,336.8,,4029.6,12088.81
002148,Casetel (Compañia Anonima de Servicios y Telecomunicaciones),992967,Factura,18/06/2026,602.3324,22/07/2026,2988.4,0.0,0.0,0.0,2988.4,,0.0,0.0
003347,"Famoso Hipermercado, C.A",992959,Factura,18/06/2026,602.3324,23/07/2026,342.23,54.76,32983.72,8245.93,342.23,,8245.93,24737.79
003349,"Multitienda Familia, C.A",992960,Factura,18/06/2026,602.3324,23/07/2026,268.83,43.01,25906.32,6476.58,268.83,,6475.07,19431.24
003349,"Multitienda Familia, C.A",992961,Factura,18/06/2026,602.3324,23/07/2026,328.4,26.56,15997.95,3999.49,328.4,,3999.49,11998.46
002148,Casetel (Compañia Anonima de Servicios y Telecomunicaciones),992968,Factura,19/06/2026,607.3919,22/07/2026,0.1,0.02,12.15,3.04,0.1,,6.07,6.07
000092,Distribuidora Brando. C.A.,982334,Nota de Crédito,22/06/2026,612.4332,24/06/2026,-690.3,0.0,0.0,0.0,-690.3,,0.0,0.0
000328,Recorca. C.A.,982336,Nota de Crédito,22/06/2026,612.4332,07/07/2026,-216.0,-34.56,-21165.69,-5291.42,-216.0,,-5291.42,-15874.27
002755,Papeleria Chacao C.A,992974,Factura,22/06/2026,612.4332,23/07/2026,259.56,41.53,25434.35,6358.59,259.56,,6357.06,19077.29
003220,"Grupo El Exitazo, C.A",992975,Factura,22/06/2026,612.4332,23/07/2026,1313.04,210.09,128666.09,32166.52,1313.04,,32164.99,96501.1
003266,"Surtiven 2020, C.A",982335,Nota de Crédito,22/06/2026,612.4332,24/06/2026,-320.64,-51.3,-31417.82,-7854.45,-320.64,,-7851.39,-23566.43
003312,"Farma - Lucky, C.A",992976,Factura,22/06/2026,612.4332,22/08/2026,445.2,71.23,43623.62,10905.91,445.2,,10907.44,32716.18
000436,"Farmatodo, C.A",982337,Nota de Crédito,29/06/2026,623.0223,29/06/2026,-1.32,-0.16,-99.68,-24.92,-1.32,,-24.92,-74.76
000324,Felix Valois Acevedo (Papeleria El Venezolano),992986,Factura,30/06/2026,623.0223,13/08/2026,506.75,39.1,24360.17,6090.04,506.75,,6093.16,18267.01
000837,"""Papeleria Latina Oriente, Compañia Anonima""",992988,Factura,30/06/2026,623.0223,22/08/2026,333.8,53.41,33275.62,8318.91,333.8,,8317.35,24958.27
002737,Redvital Comercializadora C.A,992987,Factura,30/06/2026,623.0223,23/07/2026,117.88,15.56,9694.23,2423.56,117.88,,2423.56,7270.67
002737,Redvital Comercializadora C.A,992948,Factura,16/06/2026,592.5163,23/07/2026,179.04,23.87,14143.36,3535.84,-0.0,,,10606.04
002737,Redvital Comercializadora C.A,992949,Factura,16/06/2026,592.5163,23/07/2026,81.0,10.91,6464.35,1616.09,-0.0,,,4846.78
000153,Libreria Europa Costa Verde. C.A.,992994,Factura,02/07/2026,639.7029,23/07/2026,369.36,59.1,37806.44,9451.61,46.79,,,28358.03
000177,Papeleria Esteva. C.A.,992992,Factura,02/07/2026,639.7029,23/07/2026,249.26,5.26,3364.84,841.21,249.26,,838.01,2520.43
002996,Meixian Feng (Automercado Wu y Feng),992993,Factura,02/07/2026,639.7029,07/08/2026,11.52,1.84,1177.05,294.26,11.52,,294.26,882.79
000028,Libreria Santa Rosa. C.A.,992998,Factura,03/07/2026,652.9726,22/08/2026,893.52,50.5,32975.12,8243.78,893.52,,8240.51,24734.6
000081,Carvajal Romero C.A.,992996,Factura,03/07/2026,652.9726,22/08/2026,1467.6,50.5,32975.12,8243.78,1467.6,,8240.51,24734.6
000088,Interbyte. C.A.,992997,Factura,03/07/2026,652.9726,22/08/2026,317.5,0.0,0.0,0.0,317.5,,0.0,0.0
000092,Distribuidora Brando. C.A.,992999,Factura,03/07/2026,652.9726,21/09/2026,2515.08,126.24,82431.26,20607.81,2515.08,,20607.82,61823.45
000114,Chinalandia. C.A.,993000,Factura,03/07/2026,652.9726,22/08/2026,553.2,46.27,30213.04,7553.26,553.2,,7554.89,22658.15
000316,Comercial Victoria HL C.A.,993003,Factura,03/07/2026,652.9726,22/08/2026,495.0,23.14,15109.79,3777.45,495.0,,3780.71,11335.6
002325,"Mangocenter, C.A",993012,Factura,10/07/2026,709.6935,22/08/2026,88.25,14.12,10020.87,2505.22,88.25,,2505.22,7515.65
002737,Redvital Comercializadora C.A,993016,Factura,13/07/2026,721.3456,25/07/2026,194.74,16.41,11837.28,2959.32,194.74,,2957.52,8879.76
003288,"Odisea De Papel, C.A",993018,Factura,15/07/2026,725.747,13/08/2026,294.45,38.54,27970.29,6992.57,294.45,,6988.94,20981.35
003352,"Yoqu Super Market, C.A",993017,Factura,15/07/2026,725.747,22/08/2026,304.71,11.63,8440.44,2110.11,304.71,,2111.92,6328.51
000436,"Farmatodo, C.A",982347,Nota de Crédito,16/07/2026,727.4512,23/07/2026,-0.11,-0.02,-14.55,-3.64,-0.11,,-7.27,-7.27
000436,"Farmatodo, C.A",982348,Nota de Crédito,16/07/2026,727.4512,23/07/2026,-21.74,-3.15,-2291.47,-572.87,0.0,,,-1716.78
000436,"Farmatodo, C.A",982349,Nota de Crédito,16/07/2026,727.4512,23/07/2026,-9.23,-0.86,-625.61,-156.4,0.0,,,-472.84
000436,"Farmatodo, C.A",993023,Factura,16/07/2026,727.4512,23/07/2026,1110.58,145.43,105793.23,26448.31,-0.0,,,79343.1
000436,"Farmatodo, C.A",993024,Factura,16/07/2026,727.4512,23/07/2026,426.95,47.78,34757.62,8689.41,-0.0,,,26071.85
000436,"Farmatodo, C.A",993025,Factura,16/07/2026,727.4512,23/07/2026,10.26,1.64,1193.02,298.25,-0.0,,,894.76
003124,"Inversiones Mas Papel, C.A",993019,Factura,16/07/2026,727.4512,22/08/2026,442.5,0.0,0.0,0.0,442.5,,0.0,0.0
003215,"Ciudad Escolar, C.A",993022,Factura,16/07/2026,727.4512,21/09/2026,369.84,59.17,43043.29,10760.82,369.84,,10759.0,32284.28
000028,Libreria Santa Rosa. C.A.,993026,Factura,17/07/2026,732.4787,22/08/2026,3396.6,386.78,283308.11,70827.03,3396.6,,70823.37,212477.42
000071,Papeleria Moderna. C.A.,993035,Factura,17/07/2026,732.4787,22/08/2026,1510.0,22.72,16641.92,4160.48,1510.0,,4160.48,12481.44
000081,Carvajal Romero C.A.,982350,Nota de Crédito,17/07/2026,732.4787,25/07/2026,-146.76,-5.05,-3699.02,-924.75,-146.76,,-922.92,-2776.09
000081,Carvajal Romero C.A.,993044,Factura,17/07/2026,732.4787,22/08/2026,2251.44,268.07,196355.57,49088.89,2251.44,,49090.72,147264.84
000081,Carvajal Romero C.A.,993047,Factura,17/07/2026,732.4787,23/07/2026,5295.6,665.28,487303.43,121825.86,5295.6,,121825.86,365477.57
000092,Distribuidora Brando. C.A.,993029,Factura,17/07/2026,732.4787,22/08/2026,883.2,0.0,0.0,0.0,883.2,,0.0,0.0
000108,Comercial Las Chinitas Feng. C.A.,993036,Factura,17/07/2026,732.4787,21/09/2026,876.0,115.2,84381.55,21095.39,876.0,,21095.39,63286.16
000108,Comercial Las Chinitas Feng. C.A.,993037,Factura,17/07/2026,732.4787,22/08/2026,1152.0,103.68,75943.39,18985.85,1152.0,,18985.85,56957.54
000109,Comercial la Nueva Chinita. C.A.,993048,Factura,17/07/2026,732.4787,23/07/2026,13592.4,1103.42,808231.65,202057.91,13592.4,,202061.57,606177.4
000114,Chinalandia. C.A.,993031,Factura,17/07/2026,732.4787,22/08/2026,2370.04,225.59,165239.87,41309.97,2370.04,,41311.8,123928.07
000324,Felix Valois Acevedo (Papeleria El Venezolano),993032,Factura,17/07/2026,732.4787,13/08/2026,1118.7,112.19,82176.79,20544.2,1118.7,,20546.03,61630.76
000328,Recorca. C.A.,993027,Factura,17/07/2026,732.4787,22/08/2026,1449.6,175.1,128257.02,32064.26,1449.6,,32060.59,96189.1
000980,Nicola Salvatore La Selva (Libreria y Papeleria Universo),993039,Factura,17/07/2026,732.4787,13/08/2026,331.7,33.07,24223.07,6055.77,331.7,,6057.6,18165.47
001462,Insumos De Papelería y Articulos De Oficina Pirineos C.A. (Inparpica),993042,Factura,17/07/2026,732.4787,22/08/2026,403.96,48.51,35532.54,8883.14,403.96,,8884.97,26647.58
001462,Insumos De Papelería y Articulos De Oficina Pirineos C.A. (Inparpica),993043,Factura,17/07/2026,732.4787,22/08/2026,304.6,32.61,23886.13,5971.53,304.6,,5969.7,17916.43
001806,"Copiatodo, C.A.",993046,Factura,17/07/2026,732.4787,25/07/2026,2272.6,181.6,133018.13,33254.53,2272.6,,33254.53,99763.6
002559,"Mundo Papel El Rey, C.A.",993040,Factura,17/07/2026,732.4787,22/08/2026,2235.6,139.97,102525.04,25631.26,2235.6,,25629.43,76895.61
002559,"Mundo Papel El Rey, C.A.",993041,Factura,17/07/2026,732.4787,21/09/2026,2818.8,451.01,330355.22,82588.8,2818.8,,82586.97,247768.25
002873,"El Sotano Papeleria, Copias E Impresiones C.A.",993028,Factura,17/07/2026,732.4787,23/07/2026,648.0,103.68,75943.39,18985.85,648.0,,18985.85,56957.54
002940,Nouel Inversiones NN Store Barinas FP (Grisleidy Ayary Nouel Domoromo),993038,Factura,17/07/2026,732.4787,22/08/2026,316.52,41.54,30427.17,7606.79,316.52,,7603.13,22824.04
003071,"Ciudad Atlantico Pzo, C.A",993030,Factura,17/07/2026,732.4787,23/07/2026,2535.44,265.74,194648.89,48662.22,2535.44,,48665.88,145990.33
003215,"Ciudad Escolar, C.A",993049,Factura,17/07/2026,732.4787,21/09/2026,415.6,39.65,29042.78,7260.69,415.6,,7258.86,21783.92
003288,"Odisea De Papel, C.A",993045,Factura,17/07/2026,732.4787,13/08/2026,422.8,44.9,32888.29,8222.07,422.8,,8218.41,24662.56
000436,"Farmatodo, C.A",993051,Factura,20/07/2026,736.9339,23/07/2026,1003.48,114.1,84084.16,21021.04,1003.48,,21017.35,63066.8
000436,"Farmatodo, C.A",993052,Factura,20/07/2026,736.9339,23/07/2026,388.52,43.51,32063.99,8016.0,388.52,,8017.84,24046.15
000436,"Farmatodo, C.A",993053,Factura,20/07/2026,736.9339,23/07/2026,4.8,0.77,567.44,141.86,4.8,,140.02,427.42
001858,"Librería y Papelería el Mundo del Libro 2011, C.A.",993054,Factura,20/07/2026,736.9339,23/07/2026,1100.08,141.72,104438.27,26109.57,1100.08,,26109.57,78328.7
001858,"Librería y Papelería el Mundo del Libro 2011, C.A.",993050,Factura,20/07/2026,736.9339,23/07/2026,784.04,103.94,76596.91,19149.23,784.04,,19145.54,57444.0
002577,"Cha Cha Automercado, C.A",993056,Factura,20/07/2026,736.9339,22/08/2026,562.68,16.67,12284.69,3071.17,562.68,,3073.01,9211.67
002638,"Import Misol, C.A",993057,Factura,20/07/2026,736.9339,23/07/2026,862.14,113.75,83826.23,20956.56,862.14,,20958.4,62867.83
003342,"Grupo Bari 2025, C.A",993058,Factura,20/07/2026,736.9339,23/07/2026,12525.6,1201.54,885455.56,221363.89,12525.6,,221360.2,664087.98
